物件ID,出展元,取得日,種別細目,種別コード,都道府県コード,市町村コード,町名コード,都道府県名,市町村名,町名,住所詳細,原本住所,物件名,部屋名,価格,旧価格,面積,地目,土地権利,用途地域,建ぺい率,容積率,建物面積,建築年月,"建物構造",間取り数,間取りタイプ,間取り詳細,備考,取引態様,transaction_type_code,駐車場,駐車料金,階数,総階数,現況,引渡し,引渡日,コメント,取扱業者,担当,広告,交通,道路,管理形態,総建物面積,バルコニー面積,管理費,積立金,登録日,確認日,価格変更日,URL,ペット可,建築条件,pic01,更新フラグ,新着フラグ
5325184446,不動産ジャパン,"2026-01-12 03:58:21",1101,11,34,34207,342070043006,広島県,福山市,西深津町六丁目,,広島県福山市西深津町６丁目,売地,,1300,,152.33,宅地,所有権,第一種中高層住居専用地域,60%,200%,,,,,,,,一般媒介,5,,,,,更地,,,"現況渡


",（有）タナベ不動産,,,"厳山バス停バス停 徒歩2分",,,,,0,0,2025-03-29,2026-01-12,,https://www.fudousan.or.jp/property/detail?p_no=000012219129,,,https://storage3.zentaku.or.jp/prod/034/54417/regsys/5103341713/image/5103341713_1f06806b5f.jpg,,0
5590124993,ライフルホームズ,"2026-01-12 07:28:16",1101,11,34,34207,342070043006,広島県,福山市,西深津町六丁目,,広島県福山市西深津町６丁目,土地,,400,500,66.14,宅地,所有権,第一種中高層住居専用,60,200,,,,,,,,一般媒介(自社物),,その他,,,,更地,相談,,"登記上の面積は96.88m2（29.31坪）ですが、セットバックで道路提供しますと、有効面積は約20坪になります。駐車場用地として検討されてみませんか？まずお気軽にタカセ不動産までお問合せ下さい
",タカセ不動産株式会社　福山店,,,"JR山陽本線 福山駅 バス10分 厳山バス下車 徒歩3分",一方,,,,,,2025-07-26,2026-01-09,2025-12-07,https://www.homes.co.jp/tochi/b-1404320000658/,0,0,https://image3.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F140432%2Fsale%2F658%2F2%2F1%2Fs23c.jpg&width=208&height=138,0,0
5170077627,アットホーム,"2026-01-12 01:28:03",1101,11,34,34207,342070043006,広島県,福山市,西深津町六丁目,,福山市西深津町６丁目,土地,,380,580,257.00,,,,60%,200%,,,,,,,,,,,,,,,,,"【最適用途】住宅用地
","(株)不動産情報センター（ＪＲ山陽本線/福山 徒歩15分）",,,"ＪＲ山陽本線 「東福山」駅 徒歩36分[バス利用可] バス 綱木 停歩3分",,,,,,,2025-01-18,2026-01-12,2025-10-22,https://www.athome.co.jp/tochi/6984859912/?DOWN=1&BKLISTID=001LPC&SEARCHDIV=1&sref=list_simple,,0,,0,0
5252171497,アットホーム,"2026-01-12 01:26:41",1101,11,34,34207,342070043006,広島県,福山市,西深津町六丁目,,福山市西深津町６丁目,土地,,1200,1250,152.33,,,,60%,200%,,,,,,,,,,,,,,,,,"【最適用途】住宅用地
","セントラルホーム不動産　ＡＢｅａｍ　Ｃｏｒｐｏｒａｔｉｏｎ(株)（ＪＲ山陽本線/福山 徒歩",,,"福塩線 「福山」駅 徒歩34分",,,,,,,2025-02-24,2026-01-12,2025-12-03,https://www.athome.co.jp/tochi/6985340420/?DOWN=1&BKLISTID=001LPC&SEARCHDIV=1&sref=list_simple,,0,,0,0
3184248421,不動産ジャパン,"2026-01-12 03:58:56",1101,11,34,34207,342070043004,広島県,福山市,西深津町四丁目,,広島県福山市西深津町４丁目,売地,,800,980,173.55,宅地,所有権,第一種中高層住居専用地域,60%,200%,,,,,,,,専任媒介,4,,,,,更地,,,"現況渡
セットバック要 13.00㎡
●東側道路　共有持分80分の7は無償譲渡とする　【法令上の制限：宅地造成工事規制区域】
",（株）瀬良商店,,,"西深津三丁目バス停 徒歩3分","二方道路（除角地）
 北 幅2.5m 公道 接面13m
 東 幅3m 私道 接面8m",,,,0,0,2022-05-02,2026-01-12,2025-10-16,https://www.fudousan.or.jp/property/detail?p_no=000008416878,,,https://storage3.zentaku.or.jp/prod/034/100182/regsys/6002894493/image/6002894493_dd0c4ac33c.jpg,0,0
3184432274,ハトマークサイト,"2026-01-12 01:53:24",1101,11,34,34207,342070043004,広島県,福山市,西深津町四丁目,,広島県福山市西深津町４丁目,売地,,800,980,173.55,宅地,,第一種中高層住居専用地域,60％,200％,,,,,,,,,,,,,,,即時,,"物件種目：売地 / 最適用途：住宅用地",(株)瀬良商店,,,"西深津三丁目停 徒歩3分",,,,,0,0,2022-05-02,2026-01-12,2025-10-15,https://www.hatomarksite.com/search/zentaku/bukken/6002894493,,0,https://storage3.zentaku.or.jp/prod/034/100182/regsys/6002894493/image/6002894493_dd0c4ac33c.jpg,0,0
4431180460,ハトマークサイト,"2026-01-12 01:55:13",1101,11,34,34207,342070043004,広島県,福山市,西深津町四丁目,,広島県福山市西深津町４丁目,売地,,650,700,165.28,宅地,,第一種中高層住居専用地域,60％,200％,,,,,,,,,,,,,,,,,"物件種目：売地 / 最適用途：住宅用地",ミサワホーム中国(株)福山営業所,,,"山陽本線福山駅 徒歩30分",,,,,0,0,2024-02-13,2026-01-12,2024-12-15,https://www.hatomarksite.com/search/zentaku/bukken/5102395833,,,https://storage3.zentaku.or.jp/prod/034/55178/regsys/5102395833/image/5102395833_33830f6471.jpg,0,0
4434304724,不動産ジャパン,"2026-01-12 03:59:31",1101,11,34,34207,342070043004,広島県,福山市,西深津町四丁目,,広島県福山市西深津町４丁目,売地,,650,700,165.28,宅地,所有権,第一種中高層住居専用地域,60%,200%,,,,,,,,一般媒介,5,,,,,古家有,,,"現況渡
セットバック要 4.75㎡
【法令上の制限：43条2項2号（基準11）に適用するように建築計画が必要】
",ミサワホーム中国（株）福山営業所,"三川　修治 (tel:084-932-2311)",,"山陽本線 「福山」駅 徒歩30分","一方道路
 南西 幅3m 私道 接面9.5m",,,,0,0,2024-02-14,2026-01-12,2024-12-16,https://www.fudousan.or.jp/property/detail?p_no=000010850853,,,https://storage3.zentaku.or.jp/prod/034/55178/regsys/5102395833/image/5102395833_33830f6471.jpg,0,0
5773412730,ライフルホームズ,"2026-01-12 07:28:37",1101,11,34,34207,342070043004,広島県,福山市,西深津町四丁目,100-1,広島県福山市西深津町４丁目100-1,土地,,800,,173.55,宅地,所有権,第一種中高層住居専用,60,200,,,,,,,,専任媒介(自社物),,その他,,,,更地,即時,,●建築条件はありません　●コモンステージ深津、住宅団地のすぐ下の土地です●東側道路　共有持分80分の7は無償譲渡とする,株式会社瀬良商店,,,"バス 西深津三丁目下車 徒歩3分",二方(除角地),,,,,,2025-10-15,2025-12-31,,https://www.homes.co.jp/tochi/b-32122140000264/,0,0,https://image2.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F3212214%2Fsale%2F264%2F2%2F2%2Frm26.jpg&width=208&height=138,,0
3753458027,アットホーム,"2026-01-12 01:31:04",1101,11,34,34207,342070043004,広島県,福山市,西深津町四丁目,,福山市西深津町４丁目,土地,,800,980,173.55,,,,60%,200%,,,,,,,,,,,,,,,,,"【最適用途】住宅用地
","(株)瀬良商店（ＪＲ山陽本線/福山 徒歩10分）",,,"【バス】西深津三丁目 停歩3分",,,,,,,2023-03-09,2026-01-12,2025-10-15,https://www.athome.co.jp/tochi/6978622347/?DOWN=1&BKLISTID=001LPC&SEARCHDIV=1&sref=list_simple,,0,,0,0
4432472813,アットホーム,"2026-01-12 01:30:52",1101,11,34,34207,342070043004,広島県,福山市,西深津町四丁目,,福山市西深津町４丁目,土地,,650,700,165.28,,,,60%,200%,,,,,,,,,,,,,,,,,"【最適用途】住宅用地
ハザードに強いエリア","ミサワホーム中国(株)　福山営業所（ＪＲ山陽本線/福山 徒歩16分）",,,"ＪＲ山陽本線 「福山」駅 徒歩30分",,,,,,,2024-02-13,2026-01-12,2024-12-14,https://www.athome.co.jp/tochi/6981402224/?DOWN=1&BKLISTID=001LPC&SEARCHDIV=1&sref=list_simple,,0,,0,0
5462313011,ライフルホームズ,"2026-01-12 07:28:21",1202,12,34,34207,342070043005,広島県,福山市,西深津町五丁目,7-16,広島県福山市西深津町5丁目7-16,中古戸建,,1080,1280,105.08,宅地,所有権,第一種住居,60,200,79.07,1978-11-01,木造,4,DK,,,専任媒介(自社物),,"空有2台 (縦列2台可)",,,2,空家,即時,,"街中の便利な立地にあり、近隣にはコンビニや商業施設が充実。買い物や食事に困ることがなく、日々の生活が快適です。また敷地内に駐車場も完備しており、車での移動もスムーズ。暮らしやすさが魅力の環境です。
",LIFUKU福山売買センター　中国バス不動産株式会社,,,"JR山陽本線 福山駅 徒歩30分",一方,,79.07,,,,2025-05-30,2025-12-31,2025-11-02,https://www.homes.co.jp/kodate/b-1461090000754/,0,0,https://image.homes.jp/smallimg/image.php?file=https%3A%2F%2Fcdn-lambda-img.cloud.ielove.jp%2Fimage%2Fsale%2F2d40c332%2F42966_118933_1_132000_132000.jpg%3Ft%3D20251101103300&width=208&height=138,0,0
5558660299,SUUMO,"2026-01-12 01:52:56",1101,11,34,34207,342070043005,広島県,福山市,西深津町五丁目,,広島県福山市西深津町５,土地,,980,1000,159.00,,,,,,,,,,,,,,,,,,,,,,"建築条件なしお好きなハウスメーカー・工務店にて建築可能",積水ハウス不動産(株)福山オフィス,,TEL:084-921-6244,ＪＲ山陽本線「福山」徒歩29分,,,,,,,2025-07-12,2026-01-12,2025-12-13,https://suumo.jp/tochi/hiroshima/sc_fukuyama/nc_77936575/,,0,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F080%2FN010000%2Fimg%2F575%2F77936575%2F77936575_0001.jpg&w=192&h=144,0,0
5464482566,SUUMO,"2026-01-12 02:02:22",1202,12,34,34207,342070043005,広島県,福山市,西深津町五丁目,,広島県福山市西深津町５-7-16,戸建,,1080,1280,105.08,,,,,,79.07,1978-11-01,,4,DK,,,,,,,,,,,,収納豊富で日当たり良好な住宅。改装でさらに快適に。,"LIFUKU 福山売買センター中国バス不動産(株)",,TEL:084-999-3603,ＪＲ山陽本線「福山」徒歩30分,,,,,,,2025-05-31,2026-01-12,2025-11-02,https://suumo.jp/chukoikkodate/hiroshima/sc_fukuyama/nc_77657900/,,,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F080%2FN010000%2Fimg%2F900%2F77657900%2F77657900_0003.jpg&w=192&h=144,0,0
4591076472,ハトマークサイト,"2026-01-12 01:47:26",1101,11,34,34207,342070043005,広島県,福山市,西深津町五丁目,,広島県福山市西深津町５丁目,売地,,980,1000,159.00,雑種地,,第一種住居地域,60％,200％,,,,,,,,,,,,,,,,,"物件種目：売地 / 最適用途：住宅用地",ウエナガ不動産(株),,,"奈良津停 徒歩7分",,,,,0,0,2024-04-28,2026-01-12,2025-12-27,https://www.hatomarksite.com/search/zentaku/bukken/5102736380,,,https://storage3.zentaku.or.jp/prod/034/76477/regsys/5102736380/image/5102736380_63d4fbd853.jpg,0,0
4594118814,不動産ジャパン,"2026-01-12 03:57:29",1101,11,34,34207,342070043005,広島県,福山市,西深津町五丁目,,広島県福山市西深津町５丁目,売地,,980,1000,159.00,雑種地,所有権,第一種住居地域,60%,200%,,,,,,,,一般媒介,5,,,,,更地,,,"現況渡

告知事項あり
",ウエナガ不動産（株）,,,"奈良津バス停 徒歩7分",,,,,0,0,2024-04-29,2026-01-12,2025-12-28,https://www.fudousan.or.jp/property/detail?p_no=000011132895,,,https://storage3.zentaku.or.jp/prod/034/76477/regsys/5102736380/image/5102736380_63d4fbd853.jpg,0,0
4591876091,ライフルホームズ,"2026-01-12 07:28:34",1101,11,34,34207,342070043005,広島県,福山市,西深津町五丁目,,広島県福山市西深津町５丁目,土地,,980,1000,159.00,雑種地,所有権,第一種住居,60,200,,,,,,,,一般媒介(自社物),,その他,,,,更地,相談,,告知事項あり,ウエナガ不動産株式会社,,,"バス 奈良津下車 徒歩7分",,,,,,,2024-04-28,2026-01-09,2025-12-26,https://www.homes.co.jp/tochi/b-32121950000100/,0,0,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F3212195%2Fsale%2F100%2F1%2F1%2Fmeub.jpg&width=180&height=180,0,0
5462004069,アットホーム,"2026-01-12 01:58:46",1202,12,34,34207,342070043005,広島県,福山市,西深津町五丁目,,福山市西深津町５丁目,戸建,,1080,1280,105.08,,,,,,79.07,1978-11-01,,4,DK,,,,,,,,,,,,西深津町の閑静な住宅街に位置し、スーパーや学校、公園が徒歩圏内にそろった生活利便性の高い住環境。子育て世帯からご年配の方まで幅広くおすすめできる立地です。,"中国バス不動産(株)　ＬＩＦＵＫＵ福山売買センター（福塩線/万能倉 徒歩10分）",,,"ＪＲ山陽本線 「福山」駅 徒歩30分",,,,,,,2025-05-30,2026-01-12,2025-11-02,https://www.athome.co.jp/kodate/1167719709/?DOWN=1&BKLISTID=001LPC&SEARCHDIV=1&sref=list_simple,,0,,0,0
5551553984,アットホーム,"2026-01-12 01:23:34",1101,11,34,34207,342070043005,広島県,福山市,西深津町五丁目,,福山市西深津町５丁目,土地,,980,1000,159.00,,,,60%,160%,,,,,,,,,,,,,,,,,"【最適用途】住宅用地
","積水ハウス不動産(株)　福山オフィス（ＪＲ山陽本線/福山 徒歩9分）",,,"ＪＲ山陽本線 「福山」駅 徒歩29分",,,,,,,2025-07-09,2026-01-12,2025-12-13,https://www.athome.co.jp/tochi/1135247508/?DOWN=1&BKLISTID=001LPC&SEARCHDIV=1&sref=list_simple,,0,,0,0
5902674146,アットホーム,"2026-01-12 01:15:17",1101,11,34,34207,342070043005,広島県,福山市,西深津町五丁目,,福山市西深津町５丁目,土地,,980,,159.00,,,,60%,200%,,,,,,,,,,,,,,,,,"【最適用途】住宅用地
教育施設へのアクセスが良い。商業施設への利便性も良い。告知事項あり。","ミサワホーム中国(株)　福山営業所（ＪＲ山陽本線/福山 徒歩16分）",,,"ＪＲ山陽本線 「福山」駅 徒歩28分",,,,,,,2025-12-08,2026-01-12,,https://www.athome.co.jp/tochi/6988670208/?DOWN=1&BKLISTID=001LPC&SEARCHDIV=1&sref=list_simple,,0,,,0
5204442743,SUUMO,"2026-01-12 01:52:31",1101,11,34,34207,342070024004,広島県,福山市,北吉津町四丁目,,広島県福山市北吉津町４,土地,,300,,42.97,,,,,,,,,,,,,,,,,,,,,,"北吉津町４（福山駅） 300万円",,,,ＪＲ山陽本線「福山」徒歩19分,,,,,,,2025-02-03,2026-01-12,,https://suumo.jp/tochi/hiroshima/sc_fukuyama/nc_76811742/,,0,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F080%2FN010000%2Fimg%2F742%2F76811742%2F76811742_0002.jpg&w=192&h=144,,0
4294056991,ライフルホームズ,"2026-01-12 07:28:19",1101,11,34,34207,342070024005,広島県,福山市,北吉津町五丁目,126,広島県福山市北吉津町5丁目126,土地,,480,,49.58,宅地,所有権,第一種住居,60,200,,,,,,,,専任媒介(自社物),,その他,,,,更地,即時,,"即引渡し可 平坦地 建築条件なし
",LIFUKU福山売買センター　中国バス不動産株式会社,,,"JR山陽本線 福山駅 徒歩21分",一方,,,,,,2023-12-10,2026-01-05,,https://www.homes.co.jp/tochi/b-1461090000440/,0,0,https://image.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F146109%2Fsale%2F440%2F2%2F1%2F1kr7.jpg&width=180&height=180,,0
4295892166,SUUMO,"2026-01-12 01:52:37",1101,11,34,34207,342070024005,広島県,福山市,北吉津町五丁目,,広島県福山市北吉津町５-126,土地,,480,,49.58,,,,,,,,,,,,,,,,,,,,,,平坦地で閑静な住宅地。買物や通勤にも便利なエリアです。,"LIFUKU 福山売買センター中国バス不動産(株)",,TEL:084-999-3603,ＪＲ山陽本線「福山」徒歩21分,,,,,,,2023-12-11,2026-01-12,,https://suumo.jp/tochi/hiroshima/sc_fukuyama/nc_73861391/,,0,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F080%2FN010000%2Fimg%2F391%2F73861391%2F73861391_0001.jpg&w=192&h=144,,0
4296435244,不動産ジャパン,"2026-01-12 03:58:56",1101,11,34,34207,342070024005,広島県,福山市,北吉津町五丁目,,広島県福山市北吉津町５丁目,売地,,480,,49.58,宅地,所有権,第一種住居地域,60%,200%,,,,,,,,専任媒介,4,,,,,更地,,,"現況渡

【法令上の制限：景観計画区域】
",中国バス不動産（株）,,,"山陽本線 「福山」駅 徒歩21分","一方道路
 東 幅4.7m 公道 接面8.1m",,,,0,0,2023-12-11,2026-01-12,,https://www.fudousan.or.jp/property/detail?p_no=000010639439,,,https://storage3.zentaku.or.jp/prod/034/54343/regsys/5102322903/image/5102322903_ed36e24eae.jpg,,0
4293391312,ハトマークサイト,"2026-01-12 01:53:18",1101,11,34,34207,342070024005,広島県,福山市,北吉津町五丁目,,広島県福山市北吉津町５丁目,売地,,480,,49.58,宅地,,第一種住居地域,60％,200％,,,,,,,,,,,,,,,,,"物件種目：売地 / 最適用途：住宅用地",中国バス不動産(株),,,"山陽本線福山駅 徒歩21分",,,,,0,0,2023-12-10,2026-01-12,,https://www.hatomarksite.com/search/zentaku/bukken/5102322903,,,https://storage3.zentaku.or.jp/prod/034/54343/regsys/5102322903/image/5102322903_ed36e24eae.jpg,,0
4355814728,アットホーム,"2026-01-12 01:28:05",1101,11,34,34207,342070024005,広島県,福山市,北吉津町五丁目,,福山市北吉津町５丁目,土地,,480,,49.58,,,,60%,200%,,,,,,,,,,,,,,,,,"【最適用途】住宅用地
北吉津町の閑静な住宅街にある14.99坪の整形地。 上下水道・都市ガス引込済で建築条件なし！駐車場や住宅用地に最適です。","中国バス不動産(株)　ＬＩＦＵＫＵ福山売買センター（福塩線/万能倉 徒歩10分）",,,"ＪＲ山陽本線 「福山」駅 徒歩21分",,,,,,,2024-01-08,2026-01-12,,https://www.athome.co.jp/tochi/1021572586/?DOWN=1&BKLISTID=001LPC&SEARCHDIV=1&sref=list_simple,,0,,,0
5753175052,ライフルホームズ,"2026-01-12 07:28:18",1202,12,34,34207,342070082000,広島県,福山市,北美台,,広島県福山市北美台,中古戸建,,1200,,141.60,宅地,所有権,第一種住居,60,200,141.60,1985-01-01,木造,6,LDK,,,専任媒介(自社物),,空有4台,,,2,空家,相談,,"北美台に戸建てが出ました！車庫付きの住宅！二階のお部屋が横並びで、すべてベランダに面しているため、光や風が入りやすいです！お子様のお部屋として使ってもすべて南西向きになります！明るく生活ができます※駐車スペース
幅4400mm（入口2900mm）×奥行き13300mm×高さ1800mm",タカセ不動産株式会社　福山店,,,"JR山陽本線 福山駅 バス5分 北吉津バス停下車 徒歩7分",二方(除角地),,141.60,,,,2025-10-06,2026-01-09,,https://www.homes.co.jp/kodate/b-1404320000742/,0,0,https://image4.homes.jp/smallimg/image.php?file=http%3A%2F%2Fimg.homes.jp%2F140432%2Fsale%2F742%2F2%2F1%2Fecmh.jpg&width=208&height=138,,0
5753136047,SUUMO,"2026-01-12 02:02:27",1202,12,34,34207,342070082000,広島県,福山市,北美台,,広島県福山市北美台,戸建,,1200,,141.60,,,,,,141.60,1985-01-01,,6,LDK,,,,,,,,,,,,"北美台 1200万円",タカセ不動産(株)福山店,,TEL:084-921-8541,ＪＲ山陽本線「福山」バス5分停歩7分,,,,,,,2025-10-06,2026-01-12,,https://suumo.jp/chukoikkodate/hiroshima/sc_fukuyama/nc_78534446/,,,https://img01.suumo.com/jj/resizeImage?src=gazo%2Fbukken%2F080%2FN010000%2Fimg%2F446%2F78534446%2F78534446_0001.jpg&w=192&h=144,,0
5752842798,アットホーム,"2026-01-12 01:49:18",1202,12,34,34207,342070082000,広島県,福山市,北美台,,福山市北美台,戸建,,1200,,141.60,,,,,,141.60,1985-01-01,,6,LDK,,,,,,,,,,,,北美台に戸建てが出ました！車庫付きの住宅！二階のお部屋が横並びで、すべてベランダに面しているため、光や風が入りやすいです！お子様のお部屋として使ってもすべて南西向きになります！明るく生活ができます,タカセ不動産(株)　福山店,,,"ＪＲ山陽本線 「福山」駅 【バス】5分 北吉津バス停 停歩7分",,,,,,,2025-10-06,2026-01-12,,https://www.athome.co.jp/kodate/1189202515/?DOWN=1&BKLISTID=001LPC&SEARCHDIV=1&sref=list_simple,,0,,,0
5985593364,ハトマークサイト,"2026-01-12 01:43:19",1101,11,34,34207,342070025002,広島県,福山市,木之庄町二丁目,,広島県福山市木之庄町２丁目,売地,,750,,142.01,宅地,,第一種住居地域,60％,200％,,,,,,,,,,,,,,,,,"物件種目：売地 / 最適用途：住宅用地",(株)瀬良商店,,,"山陽本線福山駅 徒歩25分 バス乗車1分 木之庄上停 徒歩5分",,,,,0,0,2026-01-10,2026-01-12,,https://www.hatomarksite.com/search/zentaku/bukken/5104094808,,,https://storage3.zentaku.or.jp/prod/034/100182/regsys/5104094808/image/5104094808_8eaa14a53e.jpg,,1
